--------------------------------------------------
Code running on device: cuda
--------------------------------------------------
File location :
    SSN - /home/extern/Documents/Research/scripts/data/SILSO/TSN/SN_m_tot_V2.0.txt
    AA - /home/extern/Documents/Research/scripts/data/ISGI/aa_1869-01-01_2018-12-31_D.dat
--------------------------------------------------
Selected model: FFNN(
  (model): Sequential(
    (0): Linear(in_features=6, out_features=6, bias=True)
    (1): Linear(in_features=6, out_features=6, bias=True)
    (2): Linear(in_features=6, out_features=1, bias=True)
  )
)    Training mode: True    Testing mode: False
--------------------------------------------------
No pre-trained models available, initializing model weights
--------------------------------------------------
Training model with: num_epochs=2600, start_lr=0.005
Epoch [   1/2600] -> Loss: 10380.0395
Epoch [   2/2600] -> Loss: 3558.7780
Epoch [   3/2600] -> Loss: 3382.3822
Epoch [   4/2600] -> Loss: 3115.3021
Epoch [   5/2600] -> Loss: 2974.4195
Epoch [   6/2600] -> Loss: 2988.0152
Epoch [   7/2600] -> Loss: 2957.6415
Epoch [   8/2600] -> Loss: 2955.8368
Epoch [   9/2600] -> Loss: 2934.8024
Epoch [  10/2600] -> Loss: 2964.0852
Epoch [  11/2600] -> Loss: 2919.2470
Epoch [  12/2600] -> Loss: 2904.1437
Epoch [  13/2600] -> Loss: 2931.4666
Epoch [  14/2600] -> Loss: 2895.5609
Epoch [  15/2600] -> Loss: 2893.0953
Epoch [  16/2600] -> Loss: 2859.4820
Epoch [  17/2600] -> Loss: 2854.8012
Epoch [  18/2600] -> Loss: 2835.1812
Epoch [  19/2600] -> Loss: 2821.6263
Epoch [  20/2600] -> Loss: 2802.8427
Epoch [  21/2600] -> Loss: 2803.7663
Epoch [  22/2600] -> Loss: 2787.4692
Epoch [  23/2600] -> Loss: 2771.1139
Epoch [  24/2600] -> Loss: 2740.1720
Epoch [  25/2600] -> Loss: 2734.0609
Epoch [  26/2600] -> Loss: 2717.6298
Epoch [  27/2600] -> Loss: 2683.2519
Epoch [  28/2600] -> Loss: 2682.3570
Epoch [  29/2600] -> Loss: 2641.9649
Epoch [  30/2600] -> Loss: 2615.4116
Epoch [  31/2600] -> Loss: 2591.1244
Epoch [  32/2600] -> Loss: 2586.3228
Epoch [  33/2600] -> Loss: 2543.6084
Epoch [  34/2600] -> Loss: 2527.1322
Epoch [  35/2600] -> Loss: 2512.8193
Epoch [  36/2600] -> Loss: 2455.5456
Epoch [  37/2600] -> Loss: 2433.7229
Epoch [  38/2600] -> Loss: 2400.1087
Epoch [  39/2600] -> Loss: 2367.8909
Epoch [  40/2600] -> Loss: 2351.3874
Epoch [  41/2600] -> Loss: 2293.5104
Epoch [  42/2600] -> Loss: 2274.7166
Epoch [  43/2600] -> Loss: 2235.2635
Epoch [  44/2600] -> Loss: 2200.3639
Epoch [  45/2600] -> Loss: 2168.7320
Epoch [  46/2600] -> Loss: 2142.7872
Epoch [  47/2600] -> Loss: 2103.4402
Epoch [  48/2600] -> Loss: 2089.7658
Epoch [  49/2600] -> Loss: 2047.2183
Epoch [  50/2600] -> Loss: 2024.5296
Epoch [  51/2600] -> Loss: 1999.1999
Epoch [  52/2600] -> Loss: 1980.0339
Epoch [  53/2600] -> Loss: 1956.1029
Epoch [  54/2600] -> Loss: 1930.7837
Epoch [  55/2600] -> Loss: 1931.0649
Epoch [  56/2600] -> Loss: 1920.3383
Epoch [  57/2600] -> Loss: 1905.2537
Epoch [  58/2600] -> Loss: 1886.1423
Epoch [  59/2600] -> Loss: 1870.8203
Epoch [  60/2600] -> Loss: 1864.3311
Epoch [  61/2600] -> Loss: 1833.0413
Epoch [  62/2600] -> Loss: 1805.3665
Epoch [  63/2600] -> Loss: 1810.8051
Epoch [  64/2600] -> Loss: 1793.9130
Epoch [  65/2600] -> Loss: 1766.8184
Epoch [  66/2600] -> Loss: 1755.5068
Epoch [  67/2600] -> Loss: 1739.3641
Epoch [  68/2600] -> Loss: 1726.1024
Epoch [  69/2600] -> Loss: 1731.2248
Epoch [  70/2600] -> Loss: 1713.2074
Epoch [  71/2600] -> Loss: 1727.1169
Epoch [  72/2600] -> Loss: 1731.2230
Epoch [  73/2600] -> Loss: 1693.8217
Epoch [  74/2600] -> Loss: 1680.4241
Epoch [  75/2600] -> Loss: 1709.2236
Epoch [  76/2600] -> Loss: 1675.4334
Epoch [  77/2600] -> Loss: 1668.1845
Epoch [  78/2600] -> Loss: 1669.5844
Epoch [  79/2600] -> Loss: 1667.7098
Epoch [  80/2600] -> Loss: 1699.9836
Epoch [  81/2600] -> Loss: 1679.6528
Epoch [  82/2600] -> Loss: 1676.8394
Epoch [  83/2600] -> Loss: 1681.2569
Epoch [  84/2600] -> Loss: 1672.2837
Epoch [  85/2600] -> Loss: 1665.6440
Epoch [  86/2600] -> Loss: 1634.9742
Epoch [  87/2600] -> Loss: 1650.2102
Epoch [  88/2600] -> Loss: 1672.9850
Epoch [  89/2600] -> Loss: 1636.3569
Epoch [  90/2600] -> Loss: 1658.8241
Epoch [  91/2600] -> Loss: 1632.7022
Epoch [  92/2600] -> Loss: 1677.7481
Epoch [  93/2600] -> Loss: 1698.9558
Epoch [  94/2600] -> Loss: 1651.3470
Epoch [  95/2600] -> Loss: 1639.9812
Epoch [  96/2600] -> Loss: 1713.0899
Epoch [  97/2600] -> Loss: 1676.4462
Epoch [  98/2600] -> Loss: 1645.4940
Epoch [  99/2600] -> Loss: 1630.1397
Epoch [ 100/2600] -> Loss: 1642.7544
Epoch [ 101/2600] -> Loss: 1666.3529
Epoch [ 102/2600] -> Loss: 1623.5461
Epoch [ 103/2600] -> Loss: 1624.8658
Epoch [ 104/2600] -> Loss: 1652.2337
Epoch [ 105/2600] -> Loss: 1644.3312
Epoch [ 106/2600] -> Loss: 1616.3312
Epoch [ 107/2600] -> Loss: 1626.8377
Epoch [ 108/2600] -> Loss: 1643.1812
Epoch [ 109/2600] -> Loss: 1631.7838
Epoch [ 110/2600] -> Loss: 1621.4462
Epoch [ 111/2600] -> Loss: 1628.8504
Epoch [ 112/2600] -> Loss: 1667.9022
Epoch [ 113/2600] -> Loss: 1673.7736
Epoch [ 114/2600] -> Loss: 1634.1615
Epoch [ 115/2600] -> Loss: 1644.2427
Epoch [ 116/2600] -> Loss: 1650.2264
Epoch   117: reducing learning rate of group 0 to 2.5000e-03.
Epoch [ 117/2600] -> Loss: 1635.0960
Epoch [ 118/2600] -> Loss: 1661.4656
Epoch [ 119/2600] -> Loss: 1642.9428
Epoch [ 120/2600] -> Loss: 1616.2618
Epoch [ 121/2600] -> Loss: 1620.0012
Epoch [ 122/2600] -> Loss: 1629.1116
Epoch [ 123/2600] -> Loss: 1642.0825
Epoch [ 124/2600] -> Loss: 1642.8144
Epoch [ 125/2600] -> Loss: 1644.7310
Epoch [ 126/2600] -> Loss: 1617.3405
Epoch [ 127/2600] -> Loss: 1633.7202
Epoch   128: reducing learning rate of group 0 to 1.2500e-03.
Epoch [ 128/2600] -> Loss: 1616.6733
Epoch [ 129/2600] -> Loss: 1625.7538
Epoch [ 130/2600] -> Loss: 1620.7526
Epoch [ 131/2600] -> Loss: 1615.3112
Epoch [ 132/2600] -> Loss: 1620.2209
Epoch [ 133/2600] -> Loss: 1609.2671
Epoch [ 134/2600] -> Loss: 1616.8142
Epoch [ 135/2600] -> Loss: 1617.6447
Epoch [ 136/2600] -> Loss: 1617.6532
Epoch [ 137/2600] -> Loss: 1606.6241
Epoch [ 138/2600] -> Loss: 1622.5983
Epoch [ 139/2600] -> Loss: 1620.5091
Epoch [ 140/2600] -> Loss: 1624.3582
Epoch [ 141/2600] -> Loss: 1611.6947
Epoch [ 142/2600] -> Loss: 1621.6198
Epoch [ 143/2600] -> Loss: 1618.8318
Epoch [ 144/2600] -> Loss: 1615.4594
Epoch [ 145/2600] -> Loss: 1610.7467
Epoch [ 146/2600] -> Loss: 1613.0642
Epoch [ 147/2600] -> Loss: 1614.1968
Epoch   148: reducing learning rate of group 0 to 6.2500e-04.
Epoch [ 148/2600] -> Loss: 1621.8247
Epoch [ 149/2600] -> Loss: 1620.8721
Epoch [ 150/2600] -> Loss: 1610.3267
Epoch [ 151/2600] -> Loss: 1613.1647
Epoch [ 152/2600] -> Loss: 1610.2388
Epoch [ 153/2600] -> Loss: 1621.6688
Epoch [ 154/2600] -> Loss: 1617.7840
Epoch [ 155/2600] -> Loss: 1617.6271
Epoch [ 156/2600] -> Loss: 1612.1171
Epoch [ 157/2600] -> Loss: 1615.1203
Epoch [ 158/2600] -> Loss: 1609.1246
Epoch   159: reducing learning rate of group 0 to 3.1250e-04.
Epoch [ 159/2600] -> Loss: 1607.6003
Epoch [ 160/2600] -> Loss: 1610.7804
Epoch [ 161/2600] -> Loss: 1611.7547
Epoch [ 162/2600] -> Loss: 1617.5328
Epoch [ 163/2600] -> Loss: 1610.5363
Epoch [ 164/2600] -> Loss: 1610.9455
Epoch [ 165/2600] -> Loss: 1617.6486
Epoch [ 166/2600] -> Loss: 1627.3369
Epoch [ 167/2600] -> Loss: 1609.2502
Epoch [ 168/2600] -> Loss: 1609.8654
Epoch [ 169/2600] -> Loss: 1609.3884
Epoch   170: reducing learning rate of group 0 to 1.5625e-04.
Epoch [ 170/2600] -> Loss: 1614.7011
Epoch [ 171/2600] -> Loss: 1621.7513
Epoch [ 172/2600] -> Loss: 1615.8004
Epoch [ 173/2600] -> Loss: 1610.9751
Epoch [ 174/2600] -> Loss: 1609.5543
Epoch [ 175/2600] -> Loss: 1615.1322
Epoch [ 176/2600] -> Loss: 1612.7681
Epoch [ 177/2600] -> Loss: 1616.2023
Epoch [ 178/2600] -> Loss: 1617.8282
Epoch [ 179/2600] -> Loss: 1611.2449
Epoch [ 180/2600] -> Loss: 1628.7755
Epoch   181: reducing learning rate of group 0 to 7.8125e-05.
Epoch [ 181/2600] -> Loss: 1607.4512
Epoch [ 182/2600] -> Loss: 1610.5234
Epoch [ 183/2600] -> Loss: 1615.4588
Epoch [ 184/2600] -> Loss: 1608.2690
Epoch [ 185/2600] -> Loss: 1608.5568
Epoch [ 186/2600] -> Loss: 1625.2628
Epoch [ 187/2600] -> Loss: 1612.0297
Epoch [ 188/2600] -> Loss: 1619.0904
Epoch [ 189/2600] -> Loss: 1623.0858
Epoch [ 190/2600] -> Loss: 1619.0975
Epoch [ 191/2600] -> Loss: 1614.1121
Epoch   192: reducing learning rate of group 0 to 3.9063e-05.
Epoch [ 192/2600] -> Loss: 1607.5648
Epoch [ 193/2600] -> Loss: 1609.0455
Epoch [ 194/2600] -> Loss: 1622.8309
Epoch [ 195/2600] -> Loss: 1617.0329
Epoch [ 196/2600] -> Loss: 1613.7188
Epoch [ 197/2600] -> Loss: 1616.9130
Epoch [ 198/2600] -> Loss: 1611.2249
Epoch [ 199/2600] -> Loss: 1606.9573
--------------------------------------------------
Model checkpoint saved as FFNN_200.pth
--------------------------------------------------
Epoch [ 200/2600] -> Loss: 1625.4275
Epoch [ 201/2600] -> Loss: 1618.9816
