--------------------------------------------------
Code running on device: cuda
--------------------------------------------------
File location :
    SSN - /home/extern/Documents/Research/scripts/data/SILSO/TSN/SN_m_tot_V2.0.txt
    AA - /home/extern/Documents/Research/scripts/data/ISGI/aa_1869-01-01_2018-12-31_D.dat
--------------------------------------------------
Selected model: FFNN(
  (model): Sequential(
    (0): Linear(in_features=6, out_features=6, bias=True)
    (1): LeakyReLU(negative_slope=0.01, inplace=True)
    (2): Linear(in_features=6, out_features=6, bias=True)
    (3): ReLU(inplace=True)
    (4): Linear(in_features=6, out_features=1, bias=True)
  )
)    Training mode: True    Testing mode: False
--------------------------------------------------
No pre-trained models available, initializing model weights
--------------------------------------------------
Training model with: num_epochs=2600, start_lr=5e-06
Epoch [   1/2600] -> Loss: 12263.7632
Epoch [   2/2600] -> Loss: 7076.4546
Epoch [   3/2600] -> Loss: 3342.9052
Epoch [   4/2600] -> Loss: 3242.9202
Epoch [   5/2600] -> Loss: 3205.8441
Epoch [   6/2600] -> Loss: 3223.2153
Epoch [   7/2600] -> Loss: 3212.0516
Epoch [   8/2600] -> Loss: 3217.6345
Epoch [   9/2600] -> Loss: 3202.7818
Epoch [  10/2600] -> Loss: 3248.6277
Epoch [  11/2600] -> Loss: 3207.7411
Epoch [  12/2600] -> Loss: 3203.4039
Epoch [  13/2600] -> Loss: 3224.8379
Epoch [  14/2600] -> Loss: 3200.9572
Epoch [  15/2600] -> Loss: 3206.8327
Epoch [  16/2600] -> Loss: 3186.5214
Epoch [  17/2600] -> Loss: 3170.6930
Epoch [  18/2600] -> Loss: 3174.2087
Epoch [  19/2600] -> Loss: 3170.7062
Epoch [  20/2600] -> Loss: 3187.4981
Epoch [  21/2600] -> Loss: 3177.4998
Epoch [  22/2600] -> Loss: 3181.8912
Epoch [  23/2600] -> Loss: 3178.2854
Epoch [  24/2600] -> Loss: 3160.0394
Epoch [  25/2600] -> Loss: 3161.6677
Epoch [  26/2600] -> Loss: 3166.3826
Epoch [  27/2600] -> Loss: 3149.8122
Epoch [  28/2600] -> Loss: 3160.4830
Epoch [  29/2600] -> Loss: 3150.9083
Epoch [  30/2600] -> Loss: 3145.7459
Epoch [  31/2600] -> Loss: 3131.9621
Epoch [  32/2600] -> Loss: 3154.6377
Epoch [  33/2600] -> Loss: 3142.5459
Epoch [  34/2600] -> Loss: 3158.8148
Epoch [  35/2600] -> Loss: 3173.5008
Epoch [  36/2600] -> Loss: 3130.3253
Epoch [  37/2600] -> Loss: 3140.9339
Epoch [  38/2600] -> Loss: 3143.7717
Epoch [  39/2600] -> Loss: 3139.4600
Epoch [  40/2600] -> Loss: 3164.5368
Epoch [  41/2600] -> Loss: 3129.0315
Epoch [  42/2600] -> Loss: 3145.5837
Epoch [  43/2600] -> Loss: 3126.9267
Epoch [  44/2600] -> Loss: 3137.6342
Epoch [  45/2600] -> Loss: 3116.3952
Epoch [  46/2600] -> Loss: 3117.6058
Epoch [  47/2600] -> Loss: 3117.3798
Epoch [  48/2600] -> Loss: 3130.5252
Epoch [  49/2600] -> Loss: 3132.8238
Epoch [  50/2600] -> Loss: 3131.9557
Epoch [  51/2600] -> Loss: 3137.7054
Epoch [  52/2600] -> Loss: 3130.9195
Epoch [  53/2600] -> Loss: 3136.4606
Epoch [  54/2600] -> Loss: 3114.2773
Epoch [  55/2600] -> Loss: 3127.2577
Epoch [  56/2600] -> Loss: 3137.9577
Epoch [  57/2600] -> Loss: 3130.5483
Epoch [  58/2600] -> Loss: 3124.0604
Epoch [  59/2600] -> Loss: 3121.9964
Epoch [  60/2600] -> Loss: 3121.1500
Epoch [  61/2600] -> Loss: 3117.4782
Epoch [  62/2600] -> Loss: 3124.2616
Epoch [  63/2600] -> Loss: 3134.6475
Epoch [  64/2600] -> Loss: 3107.9501
Epoch [  65/2600] -> Loss: 3127.6906
Epoch [  66/2600] -> Loss: 3125.8144
Epoch [  67/2600] -> Loss: 3126.3080
Epoch [  68/2600] -> Loss: 3122.6798
Epoch [  69/2600] -> Loss: 3131.0829
Epoch [  70/2600] -> Loss: 3114.9694
Epoch [  71/2600] -> Loss: 3143.5950
Epoch [  72/2600] -> Loss: 3134.1505
Epoch [  73/2600] -> Loss: 3116.4673
Epoch [  74/2600] -> Loss: 3089.9692
Epoch [  75/2600] -> Loss: 3127.2950
Epoch [  76/2600] -> Loss: 3119.8036
Epoch [  77/2600] -> Loss: 3130.9944
Epoch [  78/2600] -> Loss: 3103.1230
Epoch [  79/2600] -> Loss: 3095.5192
Epoch [  80/2600] -> Loss: 3109.8790
Epoch [  81/2600] -> Loss: 3104.9510
Epoch [  82/2600] -> Loss: 3106.2634
Epoch [  83/2600] -> Loss: 3120.4367
Epoch [  84/2600] -> Loss: 3096.0278
Epoch    85: reducing learning rate of group 0 to 2.5000e-06.
Epoch [  85/2600] -> Loss: 3115.7727
Epoch [  86/2600] -> Loss: 3092.1434
Epoch [  87/2600] -> Loss: 3111.7990
Epoch [  88/2600] -> Loss: 3123.9622
Epoch [  89/2600] -> Loss: 3106.6465
Epoch [  90/2600] -> Loss: 3096.5530
Epoch [  91/2600] -> Loss: 3110.4234
Epoch [  92/2600] -> Loss: 3088.3418
Epoch [  93/2600] -> Loss: 3098.0849
Epoch [  94/2600] -> Loss: 3117.9491
Epoch [  95/2600] -> Loss: 3115.4502
Epoch [  96/2600] -> Loss: 3097.7513
Epoch [  97/2600] -> Loss: 3103.9822
Epoch [  98/2600] -> Loss: 3100.1067
Epoch [  99/2600] -> Loss: 3112.4499
Epoch [ 100/2600] -> Loss: 3093.3591
Epoch [ 101/2600] -> Loss: 3091.4140
Epoch [ 102/2600] -> Loss: 3086.1397
Epoch [ 103/2600] -> Loss: 3093.2256
Epoch [ 104/2600] -> Loss: 3110.6861
